Group,Taxon,Common name,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,Source
ALGAE,Mastocarpus papillatus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Hippodiplosia insculpta,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mebranipora serrilamella,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Schizoporella unicornis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Heteropora pacifica,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Anthopleura artemesia,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Obelia sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Abietinaria sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Phacellophora camtschatica,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Plumularia setacea,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Balanophyllia elegans,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Anthopleura elegantissima,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Urticina piscivora,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Metridium senile,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pachycerianthus fimbriatus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Aequorea victoria,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Virgularia sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Lophopanopeus bellus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Balanus glandula,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pandalus hypsinotis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Hyale pugettensis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Petrolisthes cinctipes,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Balanus nubilus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pagurus granosimanus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Hemigrapsus oregonensis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Haplogaster mertensii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pagurus hirsutiusculus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pugettia producta,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pandalus platyceros,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Hemigrapsus nudus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Cancer productus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Idotea wosnesenskii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Heptacarpus sitchensis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Munida quadraspina,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Chionoecetes bairdi,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Semibalanus cariosus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Henricia leviuscula,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Psolus chitonoides,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Dendraster excentricus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pisaster brevispinus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Parastichopus californicus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Strongylocentrotus droebachiensis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Ophiura lutkena,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Dermasterias imbricata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Evasterias troschelii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pisaster ochraceus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Cucumaria miniata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mesocentrotus franciscanus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Eupentacta quinquesemita,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mediaster aequalis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Xiphister atropurpureus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Rhinogobiops nicholsii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Sebastes caurinus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Anoplarchus purpurescens,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Hexagrammos decagrammus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Ophiodon elongatus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Gobiesox maeandricus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Porichthys notatus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Cymatogaster aggregata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Artedius lateralis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Liparis sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Lumpenus sagitta,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Embiotoca lateralis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Oligocottus maculosus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Onchidoris bilamellata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Macoma nasuta,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Littorina scutulata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Lirabuccinium dirum,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Tresus capax,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Cryptochiton stelleri,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Crassadoma gigantea,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pododesmus machroschisma,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Venerupis philippinarum,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Dialula sandiegensis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Euspira lewisii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Tonicella lineata,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Tectura persona,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Lepidozona mertensi,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mopalia muscosa,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Peltodoris nobilis,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Clinocardium nuttallii,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mytilus trossulus,,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,VIC - 2016 Bioblitz marine checklist
